Observed S Changes	Observed NS Changes	E[S Sites]	E[NS Sites]	Observed S. Prop.	P{S}	dS	dN	dN-dS	P{S leq. observed}	P{S geq. observed}	Scaled dN-dS
475.5	104.5	0.9799944754790505	2.014523382967252	0.8198275862068966	0.3272628589323285	485.2068168726782	51.87331201193546	-433.3335048607428	0.9999999999999687	3.130828929442941e-14	-0.9681577468583661
598.5	167.5	0.9636328240016723	2.032049237361168	0.7813315926892951	0.3216739307652969	621.0871870414425	82.42910502381162	-538.6580820176308	1.000000000000025	-2.531308496145357e-14	-1.203474896733016
458	15	0.6850260000409811	2.03992594606146	0.9682875264270613	0.2513901212169224	668.5877615924074	7.353208104912292	-661.2345534874952	1.000000000000008	-7.549516567451064e-15	-1.477336389336156
461	11	0.6847898850187363	2.039501856579895	0.9766949152542372	0.2513643728248052	673.1991959656161	5.393473884081795	-667.8057220815343	1.000000000000012	-1.154631945610163e-14	-1.492017755325328
441	11	0.6884135522208182	2.046814767581806	0.9756637168141593	0.251684127148294	640.6033097072777	5.374203945673046	-635.2291057616047	1.000000000000013	-1.332267629550188e-14	-1.419234776158489
443.5	183.5	0.6889440793370201	2.266479103861371	0.7073365231259968	0.2331118207550356	643.7387493434676	80.96258186866731	-562.7761674748003	1.000000000000046	-4.596323321948148e-14	-1.257359747576144
559	108	0.9723978144768549	2.02400107003633	0.8380809595202399	0.3245221520748354	574.8676022073735	53.35965558459978	-521.5079466227737	1.000000000000006	-5.995204332975845e-15	-1.165157904725817
489	14	0.6833636314195649	2.041229649427625	0.9721669980119284	0.2508130795973623	715.5780283246718	6.858610937738287	-708.7194173869335	0.9999999999999867	1.332267629550188e-14	-1.583427513902049
612	114	0.9708842369802095	2.028000135209383	0.8429752066115702	0.3237484732601852	630.3532148215061	56.21301400368495	-574.1402008178211	0.9999999999999991	8.881784197001252e-16	-1.282749376564417
533	95	0.9795507668517568	2.017641110195036	0.8487261146496815	0.3268228418585374	544.126979465336	47.08468692473104	-497.042292540605	0.9999999999999469	5.306866057708248e-14	-1.11049651282809
484	22	0.6744244377679387	2.049489064125702	0.9565217391304348	0.2475939259081042	717.6489653931231	10.73438272254702	-706.9145826705761	1.00000000000002	-1.976196983832779e-14	-1.579395135392564
443	29	0.6869774055850919	2.048148888804155	0.9385593220338984	0.2511684403730592	644.8538138204142	14.1591268869775	-630.6946869334367	1.000000000000024	-2.353672812205332e-14	-1.409103935439395
503	458	0.8014071930339874	2.180662177007681	0.5234131113423517	0.2687419686091304	627.6459761931135	210.0279469369577	-417.6180292561558	1.000000000000067	-6.661338147750939e-14	-0.9330460850979071
470	46	0.6791861246545183	2.042390291135041	0.9108527131782945	0.249556147207235	692.0047140819829	22.52262958733313	-669.4820844946498	1.000000000000026	-2.575717417130363e-14	-1.49576309982003
571	288	0.9013674887889941	2.088734394381168	0.6647264260768335	0.3014504267772131	633.4819117640357	137.882538236905	-495.5993735271306	1.000000000000014	-1.443289932012704e-14	-1.10727272974805
453	451	0.7399284384861179	2.231630940823215	0.5011061946902655	0.2490034167374088	612.2213668754656	202.094348016896	-410.1270188585696	0.999999999999978	2.19824158875781e-14	-0.916309599996091
473	37	0.6807138362833869	2.048057025761185	0.9274509803921569	0.2494580419894077	694.8588008472419	18.06590321197161	-676.7928976352703	0.999999999999994	5.995204332975845e-15	-1.512096986534375
503.5	299.5	0.8992076003741468	2.073569886193269	0.6270236612702366	0.3024806277756217	559.9374380182076	144.4368969641204	-415.5005410540872	0.9999999999999998	2.220446049250313e-16	-0.9283151732627545
470.5	489.5	0.7381436220579871	2.229520975482211	0.4901041666666667	0.2487287891865578	637.4098291172912	219.5538886527536	-417.8559404645376	0.9999999999999836	1.643130076445232e-14	-0.9335776285324112
408.4166666666666	504.5833333333333	0.6699688905672262	2.156543411137722	0.4473347937203359	0.2370302404709514	609.6054196201296	233.9778233664824	-375.6275962536472	0.9999999999999866	1.343369859796439e-14	-0.8392306691439058
442	52	0.6788439086947194	2.048820797184372	0.8947368421052632	0.2488736636990493	651.1069692735068	25.3804530252045	-625.7265162483023	0.9999999999999772	2.275957200481571e-14	-1.398004002287276
537	410	0.8492181707886863	2.124688705389297	0.5670538542766631	0.2855564098496883	632.3463374568129	192.9694448697498	-439.376892587063	0.9999999999999217	7.827072323607354e-14	-0.9816599399241572
523.5	524.5	0.7600662784503379	2.209988614092505	0.4995229007633588	0.2559098420566898	688.7557241288729	237.3315394728299	-451.4241846560431	0.9999999999999288	7.116529587847253e-14	-1.008576111912743
468.5	527.5	0.7177971042454611	2.246089919945267	0.4703815261044177	0.2421809935354912	652.6914043383904	234.8525743852918	-417.8388299530985	0.9999999999999235	7.649436639667329e-14	-0.9335394000686145
434.5	106.5	0.6924791861913488	2.049992842237202	0.8031423290203327	0.2525018228128083	627.4556819386295	51.95140090527058	-575.5042810333589	1.000000000000022	-2.242650509742816e-14	-1.285797017268852
567.1666666666666	364.8333333333333	0.8789332931242546	2.100515355904514	0.6085479256080114	0.2949986378891835	645.2897746660808	173.6875344937578	-471.602240172323	0.999999999999968	3.197442310920451e-14	-1.053658111216957
490.5	428.5	0.8341116426664048	2.14169132466427	0.5337323177366703	0.280298007570915	588.050777509853	200.0755174498227	-387.9752600600303	1.00000000000005	-4.996003610813204e-14	-0.8668179344618604
456.25	562.75	0.7027137952380353	2.24426685854678	0.4477428851815505	0.2384521236457857	649.2685971042466	250.7500379720417	-398.5185591322049	1.000000000000007	-6.883382752675971e-15	-0.8903738713088181
470	514	0.7387185155770912	2.233547268673933	0.4776422764227642	0.2485371663231791	636.2369293435582	230.1272093986908	-406.1097199448675	0.9999999999999848	1.521005543736464e-14	-0.9073341133994653
506	445	0.8172769652827124	2.145029466950872	0.5320715036803365	0.2758921077136791	619.1291587729559	207.4563575262026	-411.6728012467532	0.9999999999999716	2.842170943040401e-14	-0.9197632013846062
503	444	0.8289547371406915	2.140482285228755	0.5311510031678986	0.2791622556383538	606.7882569016915	207.4298876771827	-399.3583692245088	1.000000000000074	-7.394085344003543e-14	-0.8922501828278526
458	506	0.7334161118389583	2.214677428097435	0.475103734439834	0.2487764047862545	624.4749639486602	228.4757109908732	-395.999252957787	1.000000000000028	-2.842170943040401e-14	-0.8847452140226598
543.5	420.5	0.8137305680771297	2.153076246058379	0.5637966804979253	0.2742782456208699	667.9114946908129	195.3019549446084	-472.6095397462045	1.000000000000082	-8.193445921733655e-14	-1.055908629293499
450	587	0.7040094654309337	2.232917213192703	0.4339440694310511	0.2397095816368358	639.1959513279398	262.8848022362131	-376.3111490917267	1.000000000000062	-6.217248937900877e-14	-0.8407578692522527
478.75	175.25	0.686216414170391	2.071609990020643	0.7320336391437309	0.2488250939680455	697.6662028389253	84.59603923721843	-613.0701636017069	1.000000000000032	-3.153033389935445e-14	-1.369727061491501
458	621	0.7472699250679578	2.217305420745994	0.4244670991658944	0.252066430398917	612.8976754394992	280.0696711376233	-332.8280043018759	0.9999999999999072	9.281464485866309e-14	-0.7436074227397289
484	542	0.8082934490695247	2.144810655962711	0.4717348927875243	0.2737097712512582	598.7924318292589	252.7029593466468	-346.0894724826121	0.9999999999999872	1.27675647831893e-14	-0.7732363182898701
451	110	0.6914405102472153	2.04786725735797	0.803921568627451	0.2524143210281555	652.2614647480677	53.71441903998949	-598.5470457080783	1.00000000000001	-1.021405182655144e-14	-1.337279376418609
327.75	651.25	0.7127972272293701	2.192064314250135	0.3347803881511747	0.2453807925269746	459.8081859464554	297.094385309028	-162.7138006374274	0.9999999998642779	2.12293627122051e-10	-0.3635366867339699
473	141	0.6912811564044374	2.060283794433871	0.7703583061889251	0.2512319966111748	684.2367908019021	68.43717374321446	-615.7996170586877	0.9999999999999546	4.54081217071689e-14	-1.375825231790875
445.5	462.5	0.8725007729517205	2.091194013679683	0.4906387665198238	0.2943962977859211	510.6012668537218	221.1655145216206	-289.4357523321012	0.999999999999941	5.895284260759581e-14	-0.6466600498111847
429.5	673.5	0.7091084715264586	2.232003447483601	0.3893925657298277	0.2411021719177336	605.6901267523135	301.7468457583771	-303.9432809939364	0.9999999999999963	3.663735981263017e-15	-0.6790729052774134
323	602	0.6841922555897854	2.206688756816556	0.3491891891891892	0.2366725758180792	472.0895294577231	272.8069367011529	-199.2825927565702	0.9999999999999558	4.796163466380676e-14	-0.4452390222013807
383.9166666666666	743.0833333333334	0.6529050713098971	2.244674307588147	0.340653652765454	0.2253277601520612	588.0129953599995	331.0428291629355	-256.970166197064	0.9999999999999781	2.187139358511558e-14	-0.5741251353160898
488.5	604.5	0.7930670771841434	2.167215146797929	0.4469350411710887	0.2679025231983916	615.963030182092	278.9293905098217	-337.0336396722703	1.000000000000056	-5.617728504603292e-14	-0.7530036923995546
340.6666666666667	719.3333333333334	0.6829260768637422	2.183351962950338	0.3213836477987422	0.2382623274426091	498.8338829161984	329.4628376642063	-169.3710452519921	0.9999999996657934	5.113369727638428e-10	-0.3784103645687665
454	638	0.7498615731830164	2.189648127954952	0.4157509157509158	0.2550974990464306	605.4450797803365	291.3710161257132	-314.0740636546233	1.000000000000066	-6.550315845288424e-14	-0.7017071941211399
486	752	0.7346568709268413	2.220856599486325	0.3925686591276252	0.2485716537181405	661.5333215176544	338.608084904687	-322.9252366129674	0.9999999999999611	3.885780586188048e-14	-0.7214825670666452
336.6666666666666	801.3333333333333	0.6222864194132968	2.258141161069325	0.2958406561218512	0.2160395989921161	541.01560979602	354.8641454079284	-186.1514643880916	0.999999999877736	1.882656253116011e-10	-0.4159013330720351
493.5	196.5	0.6800514946818533	2.063515899337606	0.7152173913043478	0.2478712555646555	725.6803401790519	95.22582310273307	-630.4545170763188	0.9999999999999902	9.769962616701378e-15	-1.408567345710877
398.1666666666667	673.8333333333334	0.6779479435658891	2.257134736107953	0.3714241293532338	0.2309808675104257	587.3115634400759	298.5348293807417	-288.7767340593342	1.000000000000032	-3.197442310920451e-14	-0.6451876650568472
470.9999999999999	443.0000000000001	0.6903523162226789	2.124472197179043	0.5153172866520788	0.2452558988796025	682.2603313292498	208.5223805650329	-473.7379507642169	0.9999999999999534	4.662936703425657e-14	-1.058429735684938
418.6666666666667	803.3333333333334	0.6838677048115462	2.222498022507278	0.3426077468630661	0.235299948104751	612.2041788507016	361.4551397562392	-250.7490390944624	0.9999999999998945	1.054711873393899e-13	-0.5602258352827126
429.9166666666667	836.0833333333334	0.6933087715475954	2.242911893055098	0.3395866245392312	0.2361228431860412	620.0940826221077	372.7669089107616	-247.3271737113462	1.000000000000031	-3.086420008457935e-14	-0.5525806718180619
