site	ns_changes	s_changes	ns_sites	s_sites
1	0.00196078431373	0.00196078431373	0.00392691925779	0.00195543368339
2	0.0	0.00196078431373	0.00467037713592	0.00121197580526
3	0.0	0.00980392156863	0.00392156862745	0.00196078431373
4	0.0	0.00196078431373	0.0041666920328	0.00171566090838
5	0.0	0.00392156862745	0.00392156862745	0.00196078431373
6	0.0	0.00196078431373	0.0041666920328	0.00171566090838
7	0.0	0.0078431372549	0.00392156862745	0.00196078431373
8	0.0	0.00392156862745	0.00392156862745	0.00196078431373
9	0.0	0.00392156862745	0.00392156862745	0.00196078431373
10	0.0	0.00196078431373	0.00467037713592	0.00121197580526
11	0.0	0.0	0.00392156862745	0.00196078431373
12	0.00196078431373	0.00588235294118	0.00392570143432	0.00195665150686
13	0.00196078431373	0.0	0.00501142939023	0.000870923550949
14	0.00196078431373	0.00392156862745	0.00392205431887	0.0019602986223
15	0.0	0.00588235294118	0.00392156862745	0.00196078431373
16	0.00196078431373	0.00196078431373	0.00417323953455	0.00170911340663
17	0.00588235294118	0.00196078431373	0.00493478956023	0.000947563380948
18	0.0	0.00392156862745	0.00392156862745	0.00196078431373
19	0.0	0.00392156862745	0.00392156862745	0.00196078431373
20	0.0	0.00980392156863	0.00392156862745	0.00196078431373
21	0.00392156862745	0.00196078431373	0.00393613937013	0.00194621357104
22	0.0	0.00392156862745	0.00416917568715	0.00171317725403
23	0.00196078431373	0.00392156862745	0.00392263875352	0.00195971418766
24	0.0	0.00196078431373	0.0047649047927	0.00111744814848
25	0.0	0.0	0.00392156862745	0.00196078431373
26	0.00392156862745	0.0	0.00501144265513	0.000870910286045
27	0.00392156862745	0.00196078431373	0.0047634589904	0.00111889395078
28	0.00196078431373	0.0	0.00392225211473	0.00196010082645
29	0.0	0.00392156862745	0.00392156862745	0.00196078431373
30	0.00980392156863	0.00196078431373	0.00476596760581	0.00111638533537
31	0.0	0.00196078431373	0.00418060049718	0.00170175244399
32	0.0	0.0	0.00416619530193	0.00171615763925
33	0.00196078431373	0.00196078431373	0.00476047348335	0.00112187945783
34	0.00392156862745	0.00588235294118	0.00462045209769	0.00126190084349
35	0.0	0.00588235294118	0.00416768549454	0.00171466744664
36	0.00588235294118	0.00588235294118	0.00393113744936	0.00195121549181
37	0.00392156862745	0.0	0.00441529637696	0.00146705656422
