dN/dS,LRT,p-value,Log(L)
0.077598054963522,37.23307228781414,5.241046485693346e-10,-119.8444813973684
0.6407569600727286,4.140336555485987,0.02093642174358357,-181.4775157969373
9.555848176237971e-17,53.58924075725758,1.235678226407799e-13,-44.9354864774826
0.0776448537127227,37.20450698042328,5.318382956254197e-10,-41.36112534070041
0.2718934050818722,19.20194489323615,5.879676109821208e-06,-192.3628176390754
0.03881854586788699,42.926690289607,2.841499258110503e-11,-141.0481602942914
0.3165771561472616,20.10252832844259,3.669979028064763e-06,-106.2495819979103
9.682324783204268e-17,53.58629120453779,1.237343560944737e-13,-87.4525089645942
9.555848176237971e-17,51.43074266119848,3.708144902248023e-13,-103.8267057471177
9.555848176237971e-17,51.43074671819211,3.708144902248023e-13,-28.03893368901272
4.004733053112191e-17,51.43074247852024,3.708144902248023e-13,-28.48701073957809
5.114956077737342e-17,53.58877263366692,1.235678226407799e-13,-31.83592051870484
0.1165484154902085,32.50159323912828,5.954742754443743e-09,-174.2709387967988
0.1118350836937685,34.4200945590816,2.220571726496701e-09,-74.52505061028019
0.3198921584226923,17.6823402610496,1.305194440548441e-05,-147.4301881992143
9.555848176237971e-17,51.43074672748999,3.708144902248023e-13,-53.20100667628528
0.1554174814960584,28.50769941641181,4.666331204772334e-08,-202.6890015870259
0.07456014145004256,39.1637167939879,1.948577965649179e-10,-89.98519238213416
2.167314953461533,26.58004098868014,1.264211846874197e-07,-412.1190802370498
0.3139401665357645,20.46244966222784,3.04063455008885e-06,-111.6716533219919
0.281649181946339,23.02125088715005,8.01102659486741e-07,-105.8389496798166
0.1165759907008278,32.49110079671422,5.98697924569791e-09,-75.18749789726189
0.09579442765547891,42.4654741040805,3.597050435288907e-11,-87.23141331760634
0.07453171346269048,39.18656364873803,1.925909431932382e-10,-55.29478947965191
1.27096667700313,1.637256153788144,0.1003511754399027,-354.2455693053814
0.03882126610455532,42.92322133381671,2.846545221757424e-11,-43.87905430474393
0.07454991656445846,39.1744902337303,1.937855431677349e-10,-59.07626628592155
0.3484315342497227,17.87843818904599,1.17736963350934e-05,-183.2833804459406
9.555848176237971e-17,53.58803162818964,1.236233337920112e-13,-55.5039416950211
0.1874126516555483,31.83270847384557,8.40194941398309e-09,-97.05832565097735
0.3689409099917458,14.23647984365741,8.06074072390861e-05,-116.7359870123359
0.1943022897306967,25.01424775314402,2.845411580243429e-07,-104.6792644203667
0.3439928899410055,18.41006917543149,8.905714107165785e-06,-134.6629689237872
0.6549059176754611,3.300641598989557,0.03462641433926328,-162.3601164286252
0.232877533717928,29.28542117056392,3.123194131093854e-08,-79.26024426688133
0.5541124578235901,8.094146488322394,0.002220422312023351,-204.0127806518678
0.3500020945119984,14.48796575104654,7.052890698433512e-05,-164.3049156570329
0.5959965733100797,6.067664559555908,0.006883944367319761,-198.5142953641282
0.07454753711609201,39.17145240770097,1.94087301785828e-10,-83.48668181626186
