dN,dS,dN/dS,dS=dN,LRT,p-value,Full Log(L)
0.03580345942176622,0.9017199340886644,0.03970574240210346,0.2747852954791219,142.4074359524833,0,-325.4868961116218
0.2797586307282805,0.9547073228121508,0.2930307792174818,0.4148270260406722,35.2731395669598,2.865570669641215e-09,-520.5284807817436
0.0204932685755906,1.212892794403968,0.01689619121338854,0.2121465258601977,163.3813735039974,0,-201.4419185692015
0.03125727022406534,0.7224282696149724,0.04326695332773219,0.2363466840463789,119.5607774107656,0,-300.0345314714753
0.01341998486288711,0.8021643709260639,0.01672971943068766,0.2350980909179384,149.3196062751242,0,-278.9527572131391
0.05842831524842559,1.084449667892492,0.05387830987303872,0.3221401785527348,148.3477862908591,0,-379.0436099779266
0.008942719446426996,0.9483984660486627,0.00942928501738861,0.2514441796210293,174.8036110305159,0,-283.4749341019175
0.01227516646735243,1.16543472481313,0.01053269325686231,0.195978816289569,166.002688523239,0,-182.9131226864087
0.01791981090923168,0.9082925040067094,0.01972911901197338,0.255587554279174,159.0159605436033,0,-294.3527775605633
0.0268490592378987,0.7607100456806877,0.03529473468944926,0.2306432641142236,125.3476140558541,0,-301.2811568848109
0.2011535751172693,1.184733766624491,0.16978799860697,0.3608479911054076,67.83341833200097,2.220446049250313e-16,-465.4395127394271
0.08607583083421258,0.8836803209297535,0.09740607411473071,0.298177179682416,100.5024256210452,0,-377.7554762600578
0.1427786153308629,1.10156163334659,0.1296147314945017,0.358443772347088,95.23511501098824,0,-428.867604837788
0.06126587944492891,1.310448019313254,0.04675185779366934,0.248358214484076,134.0341944423553,0,-268.3920740459208
0.0448822070516401,0.9166864191790747,0.04896135266390628,0.1931249968698925,105.3144568675035,0,-221.6287383850774
0.06770260625574623,1.083342649593103,0.06249417604040138,0.3127695487881863,134.662904210284,0,-371.0815438075801
0.0450562700241583,1.243874620307023,0.03622251735712493,0.3395202511104399,180.0236148255251,0,-363.4574485934289
0.1406870505992239,0.9995130641693358,0.1407555895391368,0.2760663428338063,68.7447035960729,1.110223024625157e-16,-354.4838865305775
0.3558130658194522,1.086862633847741,0.3273762982906065,0.485735524886956,29.09299442050406,6.898599047566734e-08,-561.7079601479199
0.1213862902009837,0.9942945680092631,0.1220828254588763,0.3519456814594711,100.0447491587121,0,-414.2628642996868
0.1894263475945815,0.8740450537361437,0.2167237796093809,0.3702911149032638,56.69165655635004,5.095923683029469e-14,-468.3260127153912
0.2257188644153836,1.102203351942444,0.2047887660816789,0.3661970102592636,53.28874483748882,2.879918525877656e-13,-460.3066597029974
0.1445487709996064,1.002727258431434,0.1441556213657979,0.2929142766611207,67.71157536818919,2.220446049250313e-16,-348.9434179140994
0.1755741046912019,0.9377080128701605,0.1872375006733708,0.3682630709405922,66.23929740648316,4.440892098500626e-16,-459.51252046185
0.1640409910475829,0.8727088466500278,0.1879676041755153,0.2846978008413583,50.60443030802651,1.129873972161022e-12,-378.7688420974317
0.0711966662828384,1.183248734467783,0.06017049856796353,0.2507731559092358,116.5943064485045,0,-276.7016552740272
0.08789455481304177,0.9266617329765919,0.09485074400418998,0.2280351892277461,79.3794640001604,0,-270.281604949466
0.1713034921746686,0.7607103954200295,0.2251888408598421,0.3273537863491826,50.14684328485396,1.426636586643326e-12,-428.1152639473293
0.2676397606640643,0.7414901871254096,0.360948486320019,0.3531921243657417,20.9841984705987,4.630870694910527e-06,-467.5419607204411
0.1002960976672609,1.110270236319977,0.09033485217049067,0.2697898537335714,96.08210661827707,0,-304.6783703517261
0.108905103986704,1.062590131353202,0.1024902272036105,0.2687795808189996,86.42454147531839,0,-310.0658937918871
0.08730233247201773,0.8920345262616963,0.09786878187090017,0.2281241269840934,78.88381077672079,0,-278.4052218417795
0.1052963645407973,0.8461355552249895,0.1244438481406194,0.3108087530485826,85.9581013778718,0,-399.4175804425853
0.3965842488943573,0.9926335434407091,0.3995273497606175,0.493978890175755,19.08673434086018,1.249101070310843e-05,-586.7674853225734
0.4554251607250738,0.875136452987444,0.520404742792274,0.5273498149921154,10.13622401181829,0.001453836716871715,-601.4248345063097
0.2248639954415163,0.8888576628561743,0.2529808819096623,0.3376064839866346,38.81819743282915,4.651711238423673e-10,-441.9411518314752
0.2672784442985483,1.232493685674799,0.2168598893488135,0.4162012035852849,53.19640776996005,3.017586180931175e-13,-486.8146876198142
0.3918805842879156,0.9994051426700865,0.3921138360774668,0.5054412422566585,21.56883549841677,3.413536753593682e-06,-584.7788774486405
0.2407339105153582,0.7518361434357455,0.3201946496150755,0.37119706535105,31.54153042744781,1.952199979449176e-08,-483.8850322145324
0.6968776607441176,1.209655354182059,0.5760960411863179,0.7815680638623221,7.278778231670458,0.006977397683049058,-729.292719869544
0.2928387026111434,1.05647097931887,0.2771857517562319,0.4985842674941974,49.85156720517193,1.658229109580134e-12,-567.3503156012083
0.2922937288685722,0.720397412793124,0.4057395594124794,0.3892294504064289,19.08253960700142,1.251849574168684e-05,-494.2707607036176
0.3347610622378855,1.043746965845709,0.3207300937796175,0.4655889308960001,31.49095304354978,2.003716514931142e-08,-531.7359443057535
0.2756893410577391,0.9095868464282556,0.3030929285535621,0.3996441434682106,31.60081968265195,1.893496470728451e-08,-467.1240927122103
0.4550370094805138,1.21789869376787,0.3736246797939693,0.5832419429514999,24.45282508658374,7.615176579323091e-07,-611.0750289227992
0.3278450298994163,1.036673022544756,0.3162472860484438,0.5027771915073561,39.63532025875588,3.060969255841428e-10,-574.3791524446052
0.3682310602171732,0.950830868804683,0.3872729339131439,0.4757516498030247,20.77429054933441,5.167199271682854e-06,-556.9762764574392
0.2947436602736676,1.190756543882923,0.2475263829435207,0.446971798001159,43.32542015470085,4.635225536731014e-11,-491.5045589210312
0.2593917215532201,1.126920075939503,0.2301775672396,0.402563763265411,48.32775306474196,3.606115406284971e-12,-479.6055417480993
0.4361909977931459,1.222144717116443,0.3569061762360723,0.5811719326459917,29.52216641719588,5.528083735217848e-08,-613.938873307653
0.3823283211718501,1.189050181728444,0.321540946754732,0.4985109811685603,29.63588919443396,5.213074005805396e-08,-562.3509419845575
0.4574203097083411,0.9047972163423845,0.5055500850869645,0.5552783200324046,13.11827011140213,0.0002924299276444442,-599.5918390194608
0.289263448154494,1.125251944889316,0.2570654949482865,0.4155290276408345,39.49377958722107,3.291060757248943e-10,-495.5697823382592
0.5230592131783539,1.12673304701603,0.4642263884631693,0.6095740528288641,12.48946783561314,0.0004092527586875283,-651.1744619540398
0.2949831512442068,1.013970929909464,0.290918745836772,0.4145072694221114,33.82068009988882,6.043303413250101e-09,-500.7849078688054
0.441847607109341,1.374829821311336,0.3213834907129809,0.5900757214570839,31.21989979360524,2.303921931012809e-08,-617.9893051964616
0.4389010867691865,0.8767776486308982,0.5005842558310392,0.5232226054277797,12.51571477415973,0.0004035433757731965,-604.3701698909956
