dN,dS,dN/dS,dS=dN,LRT,p-value,Full Log(L)
0.01056230396199515,0.377030983099674,0.02801441906752487,0.1432329961424524,135.4754350039581,0,-506.2869306940932
0.05003583555090372,0.5188107740390484,0.09644332395290188,0.2068738183960883,127.4223922408655,0,-717.9481432317219
0.0144685956980632,1.411294639401452,0.01025200216462206,0.295646657562902,419.3157353619126,0,-679.6264548195836
0.0241285922233385,0.8788369251189682,0.02745514160101115,0.2094887141950372,243.941172334434,0,-561.2447058527483
0.01318481845935713,0.3237079711826911,0.04073059557719699,0.1185299447557512,104.3411814218157,0,-429.1390585972028
0.0168838703446537,0.8091961482337289,0.02086499099323066,0.1901377556526707,236.2524305614517,0,-506.9156952504085
0.07338928453571904,1.252934677068744,0.05857391121731437,0.4529428520396172,354.5944573761935,0,-1256.933221758751
0.02895778594142995,0.761785858511502,0.03801302638777289,0.2571062323386314,234.2462721831298,0,-783.359608901296
0.03955084572506567,1.33220637419725,0.02968822735809075,0.4486521100474424,430.563749321896,0,-1208.099683490344
0.007932041841903619,0.4315366298027462,0.01838092364379201,0.1409214369010842,149.0164572531759,0,-461.72507302265
0.04592447696874238,1.698560089960678,0.02703729896880218,0.3803527569232579,445.4072302686245,0,-868.6922927009221
0.2577645559746363,1.033797016111599,0.2493376861776611,0.4193736659572271,106.641640133204,0,-1335.708535543636
0.1793060894717301,1.345770464111899,0.1332367548949424,0.5460367868821241,261.5044514272877,0,-1569.212291967145
0.1162527757450869,1.167488729952203,0.09957507319993254,0.453044623422725,270.5271202271356,0,-1362.143920986775
0.07123494798517903,0.8833685780475259,0.08064011982702257,0.3372651287796684,227.8218836166973,0,-1006.823835631265
0.168031713297657,1.063655249325225,0.1579757288879598,0.3421716598260502,150.9924918766033,0,-1058.309258985392
0.07418143830986457,0.5102051773545031,0.1453953068342179,0.2102670946642031,95.70648973357424,0,-713.6890636845249
0.2901773686766717,1.14862934796139,0.2526292482354592,0.4570318863550313,110.473796098056,0,-1448.601490009053
0.3157986231989753,1.341880918062693,0.2353402741987728,0.5146718244700411,137.2590299901749,0,-1563.693037484357
0.3119253120702318,0.8130173049157134,0.3836638041825807,0.412228679191758,45.30018509520869,1.690336759452293e-11,-1323.002646746484
0.4400914961001919,0.9481336215664321,0.4641661112840901,0.567250176636371,41.55901343095684,1.143659611457792e-10,-1729.506152315573
0.3176646764364961,1.273946851034238,0.2493547326394378,0.5122857635447993,127.8358102124507,0,-1571.38857547076
0.5032033095426808,1.124158901333789,0.4476264956365524,0.6523783756794961,49.94649480398584,1.57995838634406e-12,-1810.369822869862
0.3175413308862508,0.8106971176062447,0.3916892313911994,0.415019407114848,43.6919812552901,3.843436680028844e-11,-1358.865633931916
0.5284247444962389,1.396634159088521,0.3783558787084961,0.7396779496373431,86.63476810723887,0,-1981.214981283798
0.2279937749396748,1.157636456693932,0.1969476458877229,0.5147768424726953,172.5422036066916,0,-1525.953212292956
0.5735687827725993,0.9574268825300878,0.5990731963331669,0.6674214792513183,19.38925585882953,1.066051293896475e-05,-1859.512330078861
0.5365934589337132,1.16450389773944,0.4607914666282871,0.6734317946889452,45.65418649394951,1.41083811300291e-11,-1909.367273412998
0.06759219333816488,0.9352208740549034,0.07227404264951938,0.2481133061179168,195.1490575591599,0,-698.0575688307258
0.5767483764617274,0.7539665551623058,0.7649522018089664,0.6218009871789111,4.903456310020829,0.02680299832474753,-1842.74133559012
0.250852934948148,0.5780116422535274,0.4339928759395454,0.3178480718104357,27.12750329764503,1.904687927378745e-07,-1130.49221686673
0.05810574222152576,0.9093142142941438,0.06390062016860741,0.2353832481736164,197.8608316360426,0,-657.7052199915715
0.2019041132036941,1.311944635824398,0.1538968243708103,0.5480037254220841,237.4913022243904,0,-1590.058310366629
0.5472807235155113,1.065576664620637,0.5136005148070247,0.6873007886365822,38.24106682807587,6.252264261874529e-10,-1912.829420928983
0.2046253418031232,0.7729911957126929,0.2647188518291724,0.3321456701516036,73.60064730126828,0,-991.4294837630567
0.8840178825761312,1.267747705296304,0.6973137311808536,1.006479857156401,14.78555768400838,0.0001204544943710362,-2637.268230008606
0.1636788133001469,1.148617607226434,0.1425007002072535,0.3662131623781237,170.0220155768147,0,-1027.438084005839
0.4052894824026299,1.212245118937157,0.3343296467615146,0.5683503350558409,83.93220195006097,0,-1722.456049827372
0.13982469165308,0.5800456438282546,0.2410580842056639,0.2834850205907473,76.83607552111744,0,-979.1431995908928
0.1791793111963706,0.6857899567282528,0.2612743296084331,0.336777753891278,78.9531502241075,0,-1077.650871777765
0.4105503584364372,1.232712024386616,0.3330464458158607,0.595379025116663,87.77542600715969,0,-1710.584927405153
0.7968064447060805,1.053277784491038,0.7565017096521321,0.8462173829107144,6.423155132617467,0.01126418620131575,-2458.152641966422
0.5648811186528641,0.9393148757727063,0.6013756762748778,0.6506389408269475,18.13048687735318,2.062723031059921e-05,-1848.704547207285
0.2795476295043213,1.409133270247657,0.1983826763633155,0.5364827041357276,171.2539876688147,0,-1430.201067120792
0.5824059518401192,0.5171618675165104,1.126157956380119,0.563476184901061,0.8617563090397198,0.3532476673767201,-1783.061023576902
0.7811830670488319,1.478319367479275,0.5284264579316509,0.9931650394824098,48.15782547857543,3.932520975524767e-12,-2521.32098608253
0.3642575533551285,1.553839761515825,0.2344241422936574,0.62679313286799,159.0829227549893,0,-1622.292731101182
0.7071877787537265,1.123336763351756,0.6295420944327105,0.7962027044371577,18.22266993337234,1.965256777980429e-05,-2277.786388783157
0.2460687042016384,1.38072227243006,0.1782173787698517,0.4815465472701261,171.3389123679253,0,-1281.032349433901
0.4405175657609961,1.207950949407853,0.3646816668979327,0.6694492890525944,87.82270218361509,0,-1904.430649989949
0.4657560307990166,1.013358791259604,0.459616115058401,0.5729569235021883,38.74371570032281,4.832636513185662e-10,-1703.056493182674
0.182280940976511,0.5326223294452538,0.3422330062022813,0.2992165932835815,47.6145835312991,5.188072194073357e-12,-1038.108521307568
0.2245851141373437,1.474840123696625,0.1522775998081951,0.4880998766899553,209.3279634372725,0,-1265.634931630888
