site	ns_changes	s_changes	ns_sites	s_sites
1	0.00879765395894	0.00537634408602	0.00124495731671	0.000221318343109
2	0.000977517106549	0.00782013685239	0.00115902531824	0.000307250341584
3	0.000977517106549	0.0122189638319	0.000977626031558	0.000488649628266
4	0.000488758553275	0.00439882697947	0.0011610754857	0.000305200174122
5	0.0	0.0131964809384	0.0010188006422	0.000447475017622
6	0.00635386119257	0.010752688172	0.000982292084385	0.000483983575439
7	0.000977517106549	0.0039100684262	0.00115754284848	0.000308732811347
8	0.0019550342131	0.0175953079179	0.000978311555172	0.000487964104652
9	0.0	0.00733137829912	0.00115941896035	0.000306856699474
10	0.000488758553275	0.00977517106549	0.00103730114693	0.000428974512891
11	0.00244379276637	0.0185728250244	0.000979197993654	0.00048707766617
12	0.00464320625611	0.0105083088954	0.000988317008755	0.000477958651069
13	0.00342130987292	0.0127077223851	0.000982044268662	0.000484231391162
14	0.000488758553275	0.00537634408602	0.00116046800475	0.000305807655071
15	0.000977517106549	0.0175953079179	0.000977621169609	0.000488654490215
16	0.00488758553275	0.0185728250244	0.000979437846124	0.0004868378137
17	0.00488758553275	0.0127077223851	0.000986513441602	0.000479762218222
18	0.00244379276637	0.00879765395894	0.000978866002632	0.000487409657192
19	0.00146627565982	0.00684261974585	0.00101747541822	0.000448800241605
20	0.00659824046921	0.0163734115347	0.000999840787762	0.000466434872062
21	0.0227272727273	0.00904203323558	0.00104492077679	0.00042135488303
22	0.00635386119257	0.010752688172	0.000982086367213	0.000484189292611
23	0.00928641251222	0.00488758553275	0.00125097625527	0.00021529940455
24	0.0207722385142	0.011485826002	0.000991582054218	0.000474693605606
25	0.00219941348974	0.00855327468231	0.001018002972	0.000448272687821
26	0.0171065493646	0.00879765395894	0.00117420578805	0.00029206987177
27	0.00244379276637	0.0131964809384	0.00102925907258	0.000437016587246
28	0.0112414467253	0.0112414467253	0.0011456917459	0.000320583913921
29	0.00342130987292	0.0039100684262	0.00116271509099	0.000303560568836
30	0.00244379276637	0.00342130987292	0.00125973932849	0.000206536331339
31	0.00733137829912	0.00733137829912	0.000982638097272	0.000483637562552
32	0.0102639296188	0.0117302052786	0.00115117597017	0.000315099689655
33	0.00293255131965	0.00537634408602	0.00115380544651	0.000312470213316
34	0.00782013685239	0.00293255131965	0.00125584180613	0.000210433853698
35	0.0278592375367	0.00928641251222	0.0011140185991	0.000352257060723
36	0.0420332355816	0.0122189638319	0.00114508004029	0.000321195619535
37	0.00439882697947	0.00733137829912	0.00116060007799	0.000305675581837
38	0.0224828934506	0.0117302052786	0.00113120901999	0.000335066639831
39	0.00830889540567	0.00733137829912	0.00114346008055	0.000322815579276
40	0.0156402737048	0.0122189638319	0.00114459977679	0.000321675883031
41	0.0266373411535	0.0178396871945	0.00100697885965	0.000459296800178
42	0.041788856305	0.00855327468231	0.00125203020232	0.000214245457506
43	0.00293255131965	0.00977517106549	0.00102642440243	0.000439851257399
44	0.00684261974585	0.0102639296188	0.00111704509896	0.000349230560861
45	0.0349462365591	0.00855327468231	0.00124911030802	0.000217165351799
46	0.0351906158358	0.00733137829912	0.0012446922941	0.000221583365726
47	0.0200391006843	0.0122189638319	0.00113595952094	0.000330316138881
48	0.033724340176	0.00244379276637	0.00125312593695	0.000213149722869
49	0.0322580645161	0.0127077223851	0.00112945596758	0.000336819692243
50	0.016862170088	0.0105083088954	0.00099029168481	0.000475983975014
51	0.00879765395894	0.00830889540567	0.000990527191087	0.000475748468737
52	0.0200391006843	0.00782013685239	0.00116132498038	0.000304950679448
53	0.0205278592375	0.0131964809384	0.00114592722614	0.000320348433686
54	0.010752688172	0.010752688172	0.00102063677381	0.000445638886012
55	0.00830889540567	0.00733137829912	0.00125284047557	0.000213435184252
56	0.00733137829912	0.00635386119257	0.00115978645021	0.000306489209612
57	0.0166177908113	0.010752688172	0.00106822928096	0.000398046378861
58	0.0256598240469	0.0105083088954	0.00117873532271	0.000287540337112
59	0.0171065493646	0.0058651026393	0.00124912331639	0.00021715234343
60	0.0273704789834	0.0109970674487	0.0011336333919	0.000332642267928
61	0.0153958944282	0.0153958944282	0.00100956345551	0.000456712204314
62	0.0493646138807	0.0102639296188	0.00101024630572	0.000456029354103
63	0.0124633431085	0.00855327468231	0.00113460256703	0.000331673092795
64	0.0117302052786	0.0058651026393	0.00113422658564	0.000332049074189
65	0.0224828934506	0.00684261974585	0.00116029902628	0.000305976633543
66	0.0136852394917	0.00879765395894	0.00117331384114	0.000292961818689
67	0.0185728250244	0.00635386119257	0.00120203879642	0.000264236863403
68	0.0151515151515	0.00293255131965	0.0011517598472	0.000314515812621
69	0.0219941348974	0.00488758553275	0.00123881902797	0.00022745663185
70	0.0131964809384	0.00488758553275	0.00120196108453	0.000264314575291
71	0.00488758553275	0.0039100684262	0.00125637037006	0.000209905289767
72	0.0124633431085	0.00366568914956	0.00124997721044	0.000216298449384
73	0.0185728250244	0.00293255131965	0.00138114656867	8.51290911513e-05
74	0.0127077223851	0.00977517106549	0.000980098917619	0.000486176742205
75	0.00879765395894	0.0039100684262	0.0012466242492	0.000219651410623
76	0.0393450635386	0.00953079178886	0.00102688507383	0.000439390585992
77	0.0476539589443	0.00659824046921	0.00120981641535	0.000256459244469
78	0.0122189638319	0.00488758553275	0.00115383096264	0.000312444697183
79	0.0190615835777	0.0019550342131	0.00142680779837	3.94678614572e-05
80	0.0246823069404	0.0105083088954	0.00110782477462	0.000358450885204
